name,inst
Andrew Sterman,flute|tenor saxophone|bass clarinet|saxophone|piccolo|woodwinds
Lukasz Lagun Kuzminski,violin
Rusty Holloway,double bass
Olivier Demers,guitar|violin
Kurt Muroki,double bass
Mary Gale Hafford,violin
Gerald Tarack,violin
Rachel Shelton,piano
Anthony Orlando,marimba
Randall Schloss,tenor
Laura Nyro,vocalist
Satoshi Kato,shamisen
Edna Belgum,piano
Ernest Torti,baritone
Hermann Beyer-Hané,cello
Wendy Rochman,alto
James A. Leyden,unspecified voice
Erik Charlston,vibraphone|percussion|crotales
Paul Yarborough,viola
Mighty Cypher,vocalist
F. S. Hennessey,unspecified voice
Judi Silvano,vocalist
Robert Ridgell,piano
Božidar Kunc,piano
Charles H. Webb Jr.,piano
Richard Korbel,piano
Miskin Khan,tabla
Kostas Anthis,daouli
June Hopps,piano
Kyle Birnbaum,piano
Dudley Connell,guitar|vocalist|banjo
Patricia Linhart,vocalist
Anna Leinbach,vocalist
Hector Rojas,piano
David Callaway,clarinet
Elizabeth Cooney,violin
Lou Pagani,piano
Bob Gaudio,vocalist
Stewart Butterfield,French horn
Rasma Lielmane,violin
Phyllis Falleta,unspecified
John MacElroy,vocalist
Sam Swartz,tuba
Benny Green,piano
Kae Moriya,piano
Laura Goldberg,violin
Clara L. Smith,piano
Ethan Freeman,baritone
Michiko Sasaki,piano
Leslie Tomkins,viola
James Alten,tenor
Alyssa Yamamoto,piano
Lin Warren,piano
Adele Margulies,piano
Banat Ladies' Chorus of Buffalo,womens chorus
Alfred J. Haywood,piano
William Moore,baritone
Nilson Matta,double bass
Ron Regev,piano
Mark Shuman,cello
Lio Kuokman,piano
Nathan Le,cello
Evelyn Eshleman Kern,mezzo-soprano
Xiao Hu,piano
Eugene W. Hancock,organ
José Manuel Neto,Portuguese guitar
Niovi Sakellariou,contralto
Taeguk Mun,cello
Omega Milbourne,contralto
James A. Coveney,unspecified voice
Alan Gilbert,viola
Josephine Sitjar,soprano
Hyunjung Chung,piano
Walter MacNeil,tenor
Antonio Madasi,tenor
Maurice Chevalier,vocalist
Howard McGhee,trumpet
Ethelwyn Lockhart,soprano
Leo Hauser,violin
Malcolm Gets,vocalist
Charles Castronovo,tenor
Marie Perez,piano
D. J. Sullivan,unspecified voice
Rose Kennedy,unspecified voice
Alan Baker,baritone
Alice Cable Hayes,violin
Carolina Cali',soprano
Andre Ceccarelli,drums
Teddy Borowiecki,piano|accordion
John Baldwin,organ
Danny D'Imperio,drums
Susanna Perry Gilmore,violin
Randall Croley,trumpet
William Hargrave,baritone
Sasa Toperic,piano
Phan Bin,tro u|roneat|krapeu
Gwhyneth Chen,piano
Yves Abel,piano|celesta
Olga Lopez,piano|keyboard
Birdie Larchan,soprano
Cecilio Perera,guitar
Moriah Feiner Trenk,piano
Ji Qiu,zheng
Frank Baselice,piano
Teddy Stewart,drums
Rex Wei,piano
Renee Choi,piano
Margaret L. Meyer,soprano
Marc Livshits,piano
Joey Waronker,drums
Dorthea Heermance,piano
Samuel Trevathan,percussion
Cesar Rangel,piano
Zygmunt Kossakowski,baritone
Landon Bowie,bass
Anjali Raja,piano
Elvin Hoxha Ganiyev,violin
William Stein,keyboard
Dominic Oelze,marimba
[first name unknown] Gedney,banjo
Stephen Marley,vocalist
Barbara Kozelj,mezzo-soprano
Cezara-Lucia Vladescu,piano
Gene Citronbaum,trumpet
Anthony Simmons,viola
Maria de Kolbe,unspecified voice
Kassey LeBow,flute
Walid Howrani,piano
Lucia Giacomino,soprano
Adam Waite,organ
Ben Wittman,djembe|percussion
George C. Carrie,tenor
Evelyn Warrell,vocalist
Lea Karina,soprano
Inge Manski,soprano
H. Price,clarinet
Kyle Sanna,guitar|electric guitar|dobro
Li-Hui Chen,piano
Manuel Enriquez,violin
Poul Rosenbaum,piano
David Waterman,cello
Jane Rand,soprano
Jill Kemp,recorder
Eliza Allen Starr,unspecified voice
Evelyn Harris,vocalist
Kyoko Ishigame,violin
Ethan Bensdorf,trumpet
Miss [first name unknown] Muguerza,unspecified voice
Jean-Selim Abdelmoula,piano
Griffin Campbell,alto saxophone
Helene Belfort Berger,unspecified voice|whistler
Yale Strom,violin
Paco Amaya,guitar
Alfred Breuning,violin
Kelly Ricks,trumpet
Douglas Major,organ
Richard White,piano|vocalist
Arthur Walsh,violin
Navin Madella,piano
Eric Starr,trombone
Lawrence C. Ham,piano
Sungji Kim,soprano
Joseph Lipscomb,tenor
James Butler,bass|baritone
Shirley Sudock,mezzo-soprano
Chuck Hammer,Synclavier digital guitar
Carmela Bucceri Altamura,soprano
Sarah Jane McMahon,soprano
Pavel Gintov,piano
Paul Hersh,piano|viola
Seung Jae Yoo,flute
Jack De Lon,unspecified voice
Rebecca Mercer-White,mezzo-soprano
Abbie Furmansky,soprano
Janusz Wojtarowicz,accordion
Jack Walrath,trumpet
Morgan J. Goldsmith,tenor
Simone Thomas,soprano
Samaris Davis,vocalist
Charles Vaida,bass
Jack Wyatt,double bass
Alana Vegter,French horn
Anita Wechsler,trumpet
Keiju Kure,piano
Roy McCurdy,drums
Mavis Pan,piano
Richard Dufallo,clarinet
Emily Ellis,piano
Highlanders Steel Band,steel drums
Warren George Wilson,piano
Thomas Halpin,violin
Jerel Becker,tenor
Clara Ugaz,hand clapping
Stephen Strohmeier,guitar
Kevin Vee,violin
Shmuel Ashkenasi,violin
Linda Singer,piano
An Negishi,piano
Allen Goodman,drums
Lloyd Howlett,unspecified voice
Brittany Callus,viola
Ozana Stojanovich,mezzo-soprano
Amirtha Kidambi,vocalist
Jason Miles,keyboard
Sun Il Kim,saxophone
Cris Gale,ocarina
Michael Denison,piano
Jeffrey Werbock,tar|kamancheh
Alexander Rihm,piano|celesta
Nandini Shankar,violin
Christopher Jenkins,viola
Patricia Kaczmarczyk,flute
Malcolm Kirby,bass guitar
Igor Chichagov,piano
Bireli Lagrene,guitar
Major Holley,vocalist|double bass
Shulamit Mor,piano
Lucille Burney,soprano
Carl Robinson,piano
Jenny Brown,soprano
Yochanan Shapiro,vocalist
Sabrina Hu,flute
Janet Marlow,guitar|10-string guitar
Jung Yeul Kang,kayagum
Monica St. Leger,soprano
George Finckel,cello
Heinz Lippman,piano
Steve Johns,drums|percussion
Benjamin Fingland,clarinet|bass clarinet
Tony Banda,double bass
George Hamilton IV,vocalist
Michaela Paetsch,violin
Anna Yelizarova,mezzo-soprano
Gustav Djupsjobacka,piano
Cristina Perotti,piano
Mariano Liy,double bass
Gerard Powers,tenor
Elisha Nuchi,piano
Mario Gullo,tenor
Howard Kubik,piano
Cornelia Heard,violin
Desider Josef Vecsei,piano
Aleksandr Nazaryan,viola
William A. Brown,tenor
Paul Robinson,drums|bass
Julia DeRosa,oboe
Fred Wesley,trombone
Grace Hsiao-Ching Chung,piano
Miyuki Takahashi,taiko
Terry Jenoure,violin|vocalist
Janos Palojtay,piano
Alvin Wong,cello
Tobias Picker,piano
Denise Cridge,viola
Jeanette MacClenahan,unspecified voice
Chloe Hanslip,violin
Sirkka Kuula,violin
Jolie Holland,vocalist
Olga Andronikova,mezzo-soprano
Hiram Bullock,guitar
Charles Bisharit,violin
Mark Marino,guitar
Ethan Perets,guitar
Noel Pointer,violin
Belin Eminov,tenor
Alan Wagner,baritone
Kathleen Howard,contralto
Garo Yellin,cello
Josephine Manning,vocalist
Mduduzi Magwaza,vocalist|alto saxophone|tin whistle
Joseph Byrd,unspecified
Sophiko Simsive,piano
Hana Kim,clarinet|violin
Navah Perlman,piano
Carolyn Hague,piano
Jing Chen,piano
Lorin Sklamberg,guitar|piano|vocalist|accordion
Lambert Orkis,piano
Ed Howard,double bass
Leonid Frolov,unspecified voice
Nap de Klijn,violin
Jeff Cohen,piano
Abby Sedansky,unspecified voice
Arthur Statter,trumpet
Yukari,flute
Barbara Hodgson,piano
Yoshiko Ito,soprano
Sebastian Gil,trumpet
Steve Strand,trumpet|flugelhorn
Brian Vu,baritone
Lawrence Benz,trombone
Antonella Franceschini,violin
Gulnara Mitzanova,mezzo-soprano
B.V. Rao,violin
Sarah Norris,soprano
Frank Morelli,bassoon
Jason Chiang,piano
Maria Shako,soprano
Renita Croney,vocalist
Alan Dale,vocalist
Borrah Minevitch,harmonica
Nancy Williams,contralto|mezzo-soprano
Richard Clement,tenor
Nnenna Freelon,vocalist
John Bogart,alto
Henry Johnson,guitar
Mark Sliger,guitar
Gwendolyn Krosnick,cello
R. Hess,cornet
Paul Hunt,trombone
Jared Beerman,piano
Kristen Morant,soprano
Tenzin Choegyal,vocalist
Sybil Roth,unspecified
Dorothy Marks,soprano
James Stanley,bass
Francesco Piemontesi,piano
Robert Bennett,unspecified voice
Michael Reynolds,cello
Hai-Ye Ni,cello
David Perkett,oboe|English horn
Christopher Adkins,cello
Katalin Kasza,soprano
Rafael Guzman,maracas|snare drum|antique cymbals
Mitja Nikisch,piano
Stefan Plewniak,baroque violin
Mariam Adam,clarinet
Michael Sushel,piano
Andrea Garritano,soprano
Rob Townsend,drums
Leo Kottke,guitar
Shirazette Tinnin,drums
Pansy Chang,cello
Felice Santagello,oboe d'amore
Jean-Luc Rabideau,cello
Richard Skipper,vocalist
Jaime Castillo,unspecified
Algia Mae Hinton,guitar
Nathan Munson,tenor
Alma Maria Liebrecht,French horn
Philippe Baudez,balalaika
Walton Groenroos,baritone
James Eby,bass
Junga Bang,piano
Woody Pak,guitar
Ian Hobson,piano
Lawrence Avery,tenor
Adrian Mackiewicz,violin
Ernst Victor Wolff,piano|harpsichord
Laurence Lambert-Chan,piano
Anaar Desai-Stevens,violin
Cecilia Hobbs Gardner,violin
Brock Peters,vocalist
Lisa Brummett,mezzo-soprano
Kathryn Wyatt,viola
Anil Melwani,cello
Schmulikel,cantor
Jan Ruetz,mezzo-soprano
YoungJu Lee,piano
Isa Kremer,soprano|folk singer
Rodion Tolmachev,bassoon
[first name unknown] Bartow,vocalist
Norma Milazzo,vocalist
Jerome Joaquin,drums
Stan Fischer,unspecified
Andrew Lam,piano
Michael Lewis,clarinet|vocalist|bass guitar
Sylvia Rosenberg,violin
Gina Gallagher,vocalist
Engin Gunaydin,drums
David Dubal,piano
Marie Stone Langston,contralto
Robert Solomon,piano
Suzanne Lehrer,piano
William Nye,bass
Wayne Coyne,vocalist
Ryan Edwards,piano
Christini Luo,piano
Andrea Bradford,soprano
Edward Laikowski,violin
Theremin Electrical Symphony Orchestra,theremin|finger-board theremin
Giovanni Antonini,flute|flautino
Leo Killingsworth,baritone
Mikael Ringquist,percussion
Rebecca Josephson,piano
Athanasios Zervas,alto saxophone|woodwinds
Yi Ting Ong,flute
Lydia E. Mason,piano
V. Clair Bennett,organ
Helmut Deutsch,piano
Robert Chumbley,piano
C. Virgil Gordon,piano
Se Jung Kong,viola
Claudia Montiel,soprano
Frank Liu,piano
Frank van der Stucken,vocalist
Victoria Eisen,French horn
David Sanchez,saxophone
So-Jeong Park,piano
Laurie Gershon,mezzo-soprano
Luigi Dalle Molle,baritone
Thomas Labe,piano
Beatrice Miller,piano
Dan Gottlieb,drums
Philippe Bianconi,piano
Wilma Shakesnider,soprano
Elana Hoffman Larson,flute|alto flute|piccolo
Kristin Early,mezzo-soprano
Yakov Yavno,vocalist
Roman Lewytsky,bass
Anna-Maria Glavan,violin
Jacqueline Arbucci,flute
Patricio Diaz,viola
Matthew Brady,piano|keyboard
Dmitri Shostakovich,piano
Josephine Antoine,soprano
Andrea Saposnik,alto
Yiu-Kwong Chung,percussion
Mihalis Violaris,vocalist
Malia Bendi Merad,soprano
Rie Yotsu,piano
Margaret Kapasi,piano
Vivian Reed,vocalist
Robyn Rosenkopf,vocalist
Estela Kersenbaum Olevsky,piano
Lawrence Glenn,tenor
Andrew Zhou,guzheng
Jonathan Kinsler,baritone
Charles N. Adams,baritone
Ji Hyun Son,violin|viola
S. Morgenstern,piano
Corey Holt,piano
Anita Loew,soprano
Linda Wang,violin
Chris Dave,drums
Ruth Ungar,fiddle|vocalist
Frank Vilardi,drums
Fazil Say,piano
Alma Gamble,vocalist
Eileen Barton,vocalist
Edith Moxom Gray,piano
Marcia Roberts,soprano
Margaret Keyes,contralto
Pete Malinverni,piano
Anne Louise David,harp
Wendy Fang Chen,piano
Marsha Molenaar,piano
Jerry Huang,piano
Frank Carillo,guitar|vocalist
Luigi Alberto Perez Logioia,double bass
Esther Abeles,piano
Mischa Maisky,cello
Ronald Thompson,piano
Joseph Wetzler,violin
Marc Webster,bass
Stacy Bernardo,piano
Grazia Raimondi,violin
Gloria Cai,piano
Sheila Davis,viola
Lisa Lee,violin
Elizabeth Buckley,mezzo-soprano
Nikolai Nizienko,bass
G. Middleton,vocalist
Josh Jones,drums
Susanna Elmore Guthmann,piano
Ginny Armstrong,percussion
Leo Soeda,cello
Frank Chapman,baritone
Adrienne Hawkins-Turner,soprano
Jeno Jando,piano
Rahul Sharma,santur
Michael Nagy,bass
Etsuko Takezawa,koto
Steven Lehr,violin
Daniel Eras Saborio,piano
Hipolito Lazaro,tenor
Michelle Eng,piano
Jan Stanienda,violin
Marnie Roberts,piano
Daniel Leung,piano
Bruno Eicher,violin
Richard Fulton,baritone
Lina Pagliughi,soprano
Mie Seiler,piano
Abinaya Ramesh,tanpura
Sean Katsuyama,cello
Lois Shaffer,piano
Ingrid Malkin,piano
W.S. Collins,unspecified voice
Edwin Hymovitz,piano
Jeffrey Myers,violin
Dolores Picinich,mezzo-soprano
Andrew Liu,piano
Gene Taylor,double bass
Louise T. Dawson,piano
Dan Levine,bass trombone
William Wong,piano
Sarah Voynow,harp
William Anderson,guitar|electric guitar|mandolin|banjo
Marlow Fisher,viola
Colin Mason,bass
Saida Knox,contralto
Marc Silber,piano
Max Smith,piano
Jennifer Ragonese,piano
Sarah Mattox,mezzo-soprano
Ellen Chickering,soprano
Kevin McMillan,baritone
David Machtel,tenor
Emilio Hidalgo,unspecified
Andrew Lim,piano
William A. Parson,piano
Tammy Chang,violin
Nancy Cirillo,violin
Spiff Wiegand,guitar|vocalist|accordion|banjo|bones|jug|Jew's harp
James Robert Sands,tenor
John Keene,piano
Margaret Williams Jones,soprano
Ellen Wasserman,piano
Megumi Shoji,taiko
Zoe Browder,piano
Josephine Hilt,soprano
Kaya Adeleman,vocalist
Cheryl Lin Fielding,piano
Daniel Doyle,violin
Vika Stubblebine,piano
Yoshiyuki Ishikawa,bassoon
Aleyson Scopel,piano
Arietha Lockhart,soprano
Susan Mattero,French horn
Zehava Gal,mezzo-soprano
Richard Ford,bass trombone
Brandie Sutton,soprano
Mark Hummel,piano
Elizabeth C. Smith,soprano
Ann Barak,violin
Eri Shoji,piano
Cookie Segelstein,violin
Sophia Mockler,violin
David McFerrin,baritone
Amie Hackes,soprano
Virginia Dupuy,mezzo-soprano
Rada Hastings,soprano|mezzo-soprano
Don Foster,tenor
Boy Edgar,piano
Jennifer Feinstein,mezzo-soprano
Rebecca Copley,soprano
Lisa Bontrager,French horn
Alvan X. Wolcott,piano
Nomearleasa Thomas,cello
G. Waring Stebbins,organ
Judson Griffin,violin|viola
Mitsuo Matsumoto,violin
Suzanne Lukather,vocalist
Sal Nistico,tenor saxophone
Coco Sumner,vocalist
Duke Ellington,piano
Tiffany Caines,violin
William Dugan,piano
Jarmila Novotna,soprano
Michael Maguire,vocalist
Ling Chen,piano
Alfred Hedal,violin
Edmund Neimann,piano|percussion
Lillian Littlehales,cello
Sezen Aksu,vocalist
Nikolaos Laaris,piano
N. Lincoln Hanks,tenor
Jane Carlyle,soprano
Linda Barnett,soprano
Sally Traub Lewin,piano
Cyril Towbin,violin
Willi Zimmermann,violin
Lisette Oropesa-Crow,soprano
Akira Tana,drums
Charles H. Webb,piano
Meyer Cohen,baritone
Tito Rodriguez,guitar|vocalist|vibraphone
Beatrice Fine,soprano
El Pitirre de Fajardo,vocalist
Colin Doyle,cello
Masaki Mochida,piano
Michael Cataldo,piano
Donald Dickson,baritone
Jiri Kratochvil,viola
Blossom Dearie,vocalist
Milo Miloradovich,soprano
Nathalie Mittelbach,mezzo-soprano
Robert Fertitta,piano|harpsichord
Michael Schade,tenor
Luis Gomez,congas|percussion|cajon|quijada
Lynn Habian,piano
Duane Eubanks,trumpet
Goran Mercep,alto saxophone
Sun Young Kim,soprano
Yago Mahugo,harpsichord
Helen Levinson,unspecified voice
George Ramirez,piano
Elena Bashkirova,piano
Stephen Lloyd,tenor
Stephen Zielinski,bass clarinet
Andreas Kretz,trumpet
Chelsea Mapa,piano
Mogamat Yusuf Isaacs,vocalist
Robert Gerle,violin
Isaac Hanson,guitar|vocalist
Nina Rathbone,soprano
Hana Ku,piano
Alison Bates,soprano
Otto Hardwick,alto saxophone
Rose Lachman,piano
Petr Kotik,flute
Eduard Zeldenrust,piano
Darbishire Jones,cello
Gary Yen,piano
Eglise Gutierrez,soprano
Edwin Hawkins,piano
Gerry Wiggins,piano
Krista Adams Santilli,soprano
Crystal Lewis,vocalist
Mimi Adella Fuchs,piano
Matt Thompson,fiddle|vocalist|mandolin
Donna Wissinger,flute
Derrick Gardner,trumpet
Barbara Giancola,mezzo-soprano
Angeliki Kathariou,mezzo-soprano
Jerome Ashby,French horn
Franklin Odell,violin
David Pereira,cello
Bitsi Ziff,vocalist
Lee Soper,trumpet|cornet|b-flat cornet
Lee Kyung Kang,haegeum
Liam Wood,guitar
Srimathi M.S. Subbulakshmi,vocalist
Mia Chung,piano
Wenya Tang,piano
Yair Dalal,violin|vocalist|oud
Rupert Thompson,cello
Millard F. Gibson,unspecified voice
Irwin Eveleth Hassell,piano
Grandpa Jones,vocalist|banjo
Cana McCoy,unspecified
Kamei Tadao,otsuzumi
Milt Buckner,piano|organ
Florent Boffard,piano
Angela Pistilli,piano
Daniel McGann,guitar
Spyridon Augoustiniatos,trumpet
James Weidman,piano
Rolly Rolls,piano
Marina Nebro,piano
Eduard Remenyi,violin
Hector Cabral,violin
Nayoung Yang,violin
Peter Lagger,bass
Akornefa Akyea,flute
Brigette Bencoe,French horn
Raemond Martin,baritone
Dan Zanes,guitar|vocalist|banjo
Isidor Kasam,violin
Brynjar Hoff,oboe
Daniel Blumenthal,piano
Sharon Mautner,cello
Constance DiGiacomo,soprano
Carol Shansky,flute
Kristen Beth Williams,vocalist
Stephen West,bass
Tina Lee Hadari,violin
Jordan Sharpe,tenor
Daryl Waters,piano
Nicholas Mann,violin|viola
Pamela Wood Ambush,soprano
Marc Bolan,guitar|vocalist
Piotr Milewski,violin
Madeline Horowitz,piano
Luba Edlina,piano
Simone Nold,soprano
Oksana Charuk,soprano
Astolfo Pescia,piano
Sebastian Aymanns,drums
Olivia Betzen,soprano
Hallett Gilberte,piano
Bernard Soustrot,trumpet
Lonette McKee,vocalist
Yechiel Lowenstein,unspecified voice
Jeremy Peterman,piano
Howard Klein,piano
Christin-Marie Hill,mezzo-soprano
Rafael Aguirre Minarro,guitar
Norah Trangmar,soprano
Ginger Neff,violin
Christine Stavrache,harp
Catherine Lasswell,soprano
Vladimir Tarasov,drums
Desideraio Pezzetti,tenor
Hugo Troetschel,organ
David Childs,euphonium
Gregory Ellis,violin
Ihor Sayfert,unspecified voice
Olly Peacock,drums
Emily Walhout,viola da gamba
Joshua Weiner,piano
Ann Benson Tecklenburg,soprano
David Fallo,viola
Claudia Walker,flute
Yangmintian Zhao,piano
Jascha Gurewich,alto saxophone
Scott Greer,tenor
Wallingford Riegger,finger-board theremin
Jungbae Ju,baritone
Edna Wandling,piano
Emilio Pizzi,piano
Smokie Norful,vocalist
Rob Cordell,tenor
Allan Bergius,boy soprano
Louis Ortiz,vocalist
Wendy Holdaway,bassoon
Violeta Davalos,soprano
Amelia Armolli,soprano
Jorn Weisbrodt,vocalist
Rachel Calin,double bass
Rolf Gerard,tenor
William Georgi,bass
Borys Deviatov,viola
Frederick Hastings,baritone
Leslie Hodgson,piano
Lance Wiseman,piano
Javier Navascues,cello
Ransom Bruce,tenor|percussion
Faust De Franco,percussion|accordion
Joshua Modney,violin
Robert Ader,vocalist
Kyle Sherman,trumpet
Daniel Moreno,drums|percussion
Doris Dalba,soprano
W.A. Goldworthy,organ
Jennifer Noel,soprano
John Craig Barker,clarinet
Anthony Saridakis,unspecified voice
Alice Ripley,soprano
Laura Pugliese,soprano
Sean Oh,saxophone
Bo Skovhus,baritone
Zakiya Young,vocalist
Mihal Shiff,mezzo-soprano
Siegmund Nimsgern,bass|bass-baritone
G. Razuvaev,guitar
Fong Fong,violin
Andrea Corr,piano|vocalist
Larry Klein,bass guitar
David Hawkins,bass
Zivan Saramondic,bass
You-Kyung Kim,cello
Eugenia Montagna,piano
Jim Tompkins-Maclaine,piano
Dino Fedri,piano
Mara Agreneva Slaviansky,piano|soprano
Hiroki Katayama,piano
Dick Johnson,saxophone
Stefan Szkafarowsky,bass
Dominick Angelozzi,bass
Shozo Ohto,vocalist
Edward Randall,tenor
Claudia Valade,vocalist
Daisuke Hoshino,piano
Emily Prater,piano
Bobby Byrne,vocalist
Hector Galaz,unspecified voice
Larry E. Vote,baritone
Diana Wan,piano
Daniel Scofield,baritone
Buzzy Drootin,drums
Shen Dan,soprano
Kirk Elliott,violin|mandolin|banjo
Dong Hyung Lee,violin
Devon Tipp,contrabassoon
Charles Mokotoff,guitar
[first name unknown] Lloyd,baritone
Fleur Barron,mezzo-soprano
Dale Smith,tenor
Bob Greene,piano
Timothy Shantz,tenor
Sondra Radvanovsky,soprano
Ruben Isola,guitar|charango|bombo
Chin Hwa Chiang,soprano
Leandra Ramm,mezzo-soprano
Karl-Martin Almqvist,tenor saxophone
Maxine Jaffe,piano
Kelly Watkins,trumpet
Daniela Mack,mezzo-soprano
Jacques Lecointre,trumpet
Janice Eaton,soprano
Katharine Dain,soprano
Leila Adu,vocalist
Scott Dunn,piano
Robert Storm,piano
Jim Pirone,drums
John Kuether,bass
Alex Kudlik,unspecified
Eva Zurbrugg,violin
Stephanie Yang,piano|violin
Andreas Klein,drums
Tatsuya Nagashima,piano
Freddie Green,guitar
Becky Friend,flute
Bernard Altschuler,cello
Cedric Lawson,piano
Lei Weng,piano
Brenda Kee-Hailstork,piano
Cooker LoPresti,bass guitar
Una Hwang,piano
Martin Hornung,piano
Hertha Töpper,contralto
Roger Roloff,bass|baritone|bass-baritone
Mezz Mezzrow,clarinet
Luigi Olari,bass-baritone
Florence Kepleff,contralto
Charles Olsen,trumpet
Keith Chapman,organ
Mark Blackman,tenor saxophone
Alexandre Gataoullin,bayan
Wanda Landowska,piano|harpsichord
Min Woo Ah,cello
John Birch,organ
Carole Alexis,vocalist
Shane Davis,vocalist
Nicolai Jakoubowsky,bass
Dolly Parton,vocalist
Seth Knopp,piano
Stanley Wexler,bass-baritone
Edwin B. Squires,piano
Lauren Flanigan,soprano
Bonnie Hartman,cello
Evelyn Schiff,soprano
Alfred Burstine,violin
Florian Lauridon,cello
Ida Klein,soprano
Chad Armstrong,baritone
Tatiana Pobers,soprano
Carl Matthes,piano
Sara Ernst,piano
Jeff Collins,vocalist
Aristide Franceschetti,baritone
Kit Armstrong,piano
Elizabeth Young,piano|violin|viola
Alexander DeSina,piano
Lisa Bogardus,double bass
Lillian Lohmann,contralto|mezzo-soprano
Mike Rosensky,mandolin
Janet Ahlquist,piano
Insook Cho,vibraphone|percussion|marimba
Sophia Spero,vocalist
Ira Shankman,piano
Ania Filochowska,violin
W. Patrick Alston,piano
[first name unknown] Brooke,unspecified voice
Betty Jones,soprano
Marguerite Perry,contralto
Amanda Sparfeld,flute
